station,date,air_temperature_celcius,relative_humidity,wind_speed_knots
2002-022A,2015-10-09,19,50.3,7.7
2002-022A,2015-10-10,12,47.5,15
2002-022A,2015-10-11,11,45.3,8.5
2002-022A,2015-10-12,17,46.4,9.5
2002-022A,2015-10-13,18,54.6,12
2002-022A,2015-10-14,12,44.4,7.8
2002-022A,2015-10-15,13,42.5,8
2002-022A,2015-10-16,15,48.2,14.7
2002-022A,2015-10-17,15,44.5,10.2
2002-022A,2015-10-18,12,44.2,6.2
2002-022A,2015-10-19,11,43.2,5.9
2002-022A,2015-10-20,13,50.7,6.1
2002-022A,2015-10-21,19,54.3,5.9
2002-022A,2015-10-22,22,46.8,8
2002-022A,2015-10-23,26,52.2,13.7
2002-022A,2015-10-24,15,51,9.6
2002-022A,2015-10-25,13,42,11.4
2002-022A,2015-10-26,12,47.3,9.7
2002-022A,2015-10-27,13,50.3,8.6
2002-022A,2015-10-28,14,49.5,6
2002-022A,2015-10-29,15,53.7,6.8
2002-022A,2015-10-30,14,51,9.1
2002-022A,2015-10-31,13,50.4,7.9
2002-022A,2015-11-01,22,46.9,12.9
2002-022A,2015-11-02,15,48.7,8.5
2002-022A,2015-11-03,17,44.9,16.1
2002-022A,2015-11-04,11,43.2,8.1
2002-022A,2015-11-05,13,47.1,8.1
2002-022A,2015-11-06,13,50.1,8.5
2002-022A,2015-11-07,12,43.8,6.7
2002-022A,2015-11-08,11,40.4,9.2
2002-022A,2015-11-09,11,41.4,7.7
2002-022A,2015-11-10,13,43.3,9.4
2002-022A,2015-11-11,13,44.1,12.9
2002-022A,2015-11-12,12,42.7,10
2002-022A,2015-11-13,12,46.6,6.7
2002-022A,2015-11-14,14,50.9,5.9
2002-022A,2015-11-15,18,53.8,6.4
2002-022A,2015-11-16,18,55.6,8.2
2002-022A,2015-11-17,18,53.8,6.7
2002-022A,2015-11-18,24,51.9,7.3
2002-022A,2015-11-19,28,48.3,11.9
2002-022A,2015-11-20,21,58.8,8.8
2002-022A,2015-11-21,18,61.5,5.5
2002-022A,2015-11-22,19,58.7,5.5
2002-022A,2015-11-23,20,58.4,4.7
2002-022A,2015-11-24,22,57,8.5
2002-022A,2015-11-25,24,55.5,7.9
2002-022A,2015-11-26,24,51.8,7.9
2002-022A,2015-11-27,23,49.6,6.3
2002-022A,2015-11-28,24,56.8,5.7
2002-022A,2015-11-29,23,58.8,9.1
2002-022A,2015-11-30,24,60.1,8
2002-022A,2015-12-01,20,60.8,10.4
2002-022A,2015-12-02,17,52.7,7.7
2002-022A,2015-12-03,23,58.8,8.8
2002-022A,2015-12-04,28,56.7,9.3
2002-022A,2015-12-05,26,61,9.3
2002-022A,2015-12-06,17,59,9.4
2002-022A,2015-12-07,15,56.2,16.9
2002-022A,2015-12-08,14,48.2,12.5
2002-022A,2015-12-09,14,48.2,9.1
2002-022A,2015-12-10,17,53,14.6
2002-022A,2015-12-11,16,51.7,7.4
2002-022A,2015-12-12,15,51,9
2002-022A,2015-12-13,15,48.1,7.9
2002-022A,2015-12-14,17,53.6,7.6
2002-022A,2015-12-15,17,53.5,7.3
2002-022A,2015-12-16,17,52,8.8
2002-022A,2015-12-17,19,55.3,6.2
2002-022A,2015-12-18,28,49.9,11
2002-022A,2015-12-19,17,52.5,7.7
2002-022A,2015-12-20,18,52,7.1
2002-022A,2015-12-21,18,53.7,9
2002-022A,2015-12-22,21,58.7,7.8
2002-022A,2015-12-23,25,60.9,6.3
2002-022A,2015-12-24,21,57.4,10.7
2002-022A,2015-12-25,17,51.2,9.9
2002-022A,2015-12-26,17,52.5,5.7
2002-022A,2015-12-27,19,55.8,6
2002-022A,2015-12-28,19,53.9,8.3
2002-022A,2015-12-29,16,47,12
2002-022A,2015-12-30,17,50.4,10.8
2002-022A,2015-12-31,22,55.5,10.3
2002-022A,2016-01-01,28,58.3,9.3
2002-022A,2016-01-02,21,61.1,6.6
2002-022A,2016-01-03,19,59.7,7.4
2002-022A,2016-01-04,16,51.5,8.7
2002-022A,2016-01-05,18,53.6,7.9
2002-022A,2016-01-06,19,52.9,8.1
2002-022A,2016-01-07,19,56.8,7.9
2002-022A,2016-01-08,15,50.7,9.2
2002-022A,2016-01-09,16,53.6,8.1
2002-022A,2016-01-10,24,61.6,7.7
2002-022A,2016-01-11,24,62.3,7
2002-022A,2016-01-12,26,60.8,6.9
2002-022A,2016-01-13,32,54.1,12.8
2002-022A,2016-01-14,20,57.7,9.9
2002-022A,2016-01-15,19,56.3,5.8
2002-022A,2016-01-16,20,57,8.7
2002-022A,2016-01-17,18,53.3,7.9
2002-022A,2016-01-18,22,56.3,8
2002-022A,2016-01-19,19,54.1,11.2
2002-022A,2016-01-20,17,50.4,11.9
2002-022A,2016-01-21,16,50.8,5.8
2002-022A,2016-01-22,24,55.4,5.9
2002-022A,2016-01-23,24,53.4,9.9
2002-022A,2016-01-24,16,46.7,10
2002-022A,2016-01-25,19,57.2,8.9
2002-022A,2016-01-26,16,50.9,12.9
2002-022A,2016-01-27,17,52.5,6.7
2002-022A,2016-01-28,23,59,6
2002-022A,2016-01-29,25,58.3,12.2
2002-022A,2016-01-30,16,48.2,9.9
2002-022A,2016-01-31,17,50.8,9
2002-022A,2016-02-01,18,53.5,8.8
2002-022A,2016-02-02,19,56.1,6.9
2002-022A,2016-02-03,18,57,7.4
2002-022A,2016-02-04,22,58,6.9
2002-022A,2016-02-05,20,55.8,10.5
2002-022A,2016-02-06,16,48.4,8.1
2002-022A,2016-02-07,16,48.9,5.4
2002-022A,2016-02-08,18,53,6.6
2002-022A,2016-02-09,18,54.4,5.7
2002-022A,2016-02-10,26,53.7,8.7
2002-022A,2016-02-11,21,64.5,10.6
2002-022A,2016-02-12,16,48.1,9.3
2002-022A,2016-02-13,20,57.4,10.9
2002-022A,2016-02-14,31,61.9,14.1
2002-022A,2016-02-15,22,62.7,7.6
2002-022A,2016-02-16,21,60.4,6.8
2002-022A,2016-02-17,19,53.8,9.2
2002-022A,2016-02-18,16,48.3,14.4
2002-022A,2016-02-19,16,53.6,12.1
2002-022A,2016-02-20,14,48.5,7.3
2002-022A,2016-02-21,22,53.4,10.9
2002-022A,2016-02-22,18,53.6,7.2
2002-022A,2016-02-23,18,49.4,9.3
2002-022A,2016-02-24,15,44.6,9.7
2002-022A,2016-02-25,13,48.5,10.7
2002-022A,2016-02-26,15,49.1,9.6
2002-022A,2016-02-27,16,51,6
2002-022A,2016-02-28,23,49.6,10
2002-022A,2016-02-29,18,55.5,8.9
2002-022A,2016-03-01,16,48.3,9.4
2002-022A,2016-03-02,17,52.6,10.3
2002-022A,2016-03-03,21,54.9,7.4
2002-022A,2016-03-04,24,55.6,5.9
2002-022A,2016-03-05,23,54.1,5.7
2002-022A,2016-03-06,21,57.3,5.4
2002-022A,2016-03-07,20,62.6,10.1
2002-022A,2016-03-08,21,59.5,12.4
2002-022A,2016-03-09,22,62,7.9
2002-022A,2016-03-10,20,58.8,11.5
2002-022A,2016-03-11,20,52.9,17
2002-022A,2016-03-12,19,51.5,10.2
2002-022A,2016-03-13,21,51.7,7.2
2002-022A,2016-03-14,23,53.4,6.1
2002-022A,2016-03-15,19,60.2,6.4
2002-022A,2016-03-16,20,59.7,8.6
2002-022A,2016-03-17,21,58.1,5.3
2002-022A,2016-03-18,20,62.2,7.1
2002-022A,2016-03-19,25,58.3,7.1
2002-022A,2016-03-20,28,58.4,11.9
2002-022A,2016-03-21,18,53.3,10.8
2002-022A,2016-03-22,18,51.1,8.1
2002-022A,2016-03-23,21,52.8,4.1
2002-022A,2016-03-24,24,55.2,5.8
2002-022A,2016-03-25,23,63.8,7.1
2002-022A,2016-03-26,20,67.4,8.5
2002-022A,2016-03-27,18,57.5,16.1
2002-022A,2016-03-28,18,55.6,12.8
2002-022A,2016-03-29,20,58.4,6.1
2002-022A,2016-03-30,23,61.9,8
2002-022A,2016-03-31,23,60.6,10.1
2002-022A,2016-04-01,17,53.4,9.4
2002-022A,2016-04-02,18,50.6,6
2002-022A,2016-04-03,17,49.9,12.2
2002-022A,2016-04-04,13,47,7.9
2002-022A,2016-04-05,14,45.8,6.5
2002-022A,2016-04-06,14,45.7,9.2
2002-022A,2016-04-07,12,43.4,9.3
2002-022A,2016-04-08,15,47.7,5.9
2002-022A,2016-04-09,16,47.5,5.4
2002-022A,2016-04-10,17,47.2,4.9
2002-022A,2016-04-11,19,44.2,7.8
2002-022A,2016-04-12,21,47,13.2
2002-022A,2016-04-13,19,52.8,12.5
2002-022A,2016-04-14,11,48.2,10.8
2002-022A,2016-04-15,14,50.4,12.8
2002-022A,2016-04-16,14,52.5,7
2002-022A,2016-04-17,14,52.4,6.7
2002-022A,2016-04-18,16,54.9,5.9
2002-022A,2016-04-19,13,48.5,5.3
2002-022A,2016-04-20,12,44,4.7
2002-022A,2016-04-21,15,49.3,3.6
2002-022A,2016-04-22,13,51.4,4.6
2002-022A,2016-04-23,15,56.1,5.1
2002-022A,2016-04-24,22,52.8,9.1
2002-022A,2016-04-25,20,53.5,7.2
2002-022A,2016-04-26,17,58.1,11.7
2002-022A,2016-04-27,18,58.9,5.5
2002-022A,2016-04-28,17,59.3,4.2
2002-022A,2016-04-29,19,60.5,7
2002-022A,2016-04-30,14,52.8,9.3
2002-022A,2016-05-01,11,40.8,12.2
2002-022A,2016-05-02,12,48.2,7.3
2002-022A,2016-05-03,16,54.8,8.3
2002-022A,2016-05-04,15,51.9,6.6
2002-022A,2016-05-05,15,45.6,10.2
2002-022A,2016-05-06,14,49.2,10.5
2002-022A,2016-05-07,10,42.6,8.9
2002-022A,2016-05-08,10,43.1,4.7
2002-022A,2016-05-09,10,43.3,2.6
2002-022A,2016-05-10,14,47.4,7.1
2002-022A,2016-05-11,12,45.1,11.9
2002-022A,2016-05-12,12,45,10.5
2002-022A,2016-05-13,12,49.9,6.1
2002-022A,2016-05-14,12,49,4.6
2002-022A,2016-05-15,10,45.7,3.7
2002-022A,2016-05-16,9,45.3,2.5
2002-022A,2016-05-17,14,47.9,5.3
2002-022A,2016-05-18,9,44,2.8
2002-022A,2016-05-19,10,46.8,5.3
2002-022A,2016-05-20,10,47,5.2
2002-022A,2016-05-21,12,48.8,4.2
2002-022A,2016-05-22,13,49.4,3.8
2002-022A,2016-05-23,14,49.9,6.8
2002-022A,2016-05-24,12,51.6,3.4
2002-022A,2016-05-25,14,50.1,8.7
2002-022A,2016-05-26,14,51,9.9
2002-022A,2016-05-27,17,48.7,10.5
2002-022A,2016-05-28,15,49.9,7.9
2002-022A,2016-05-29,14,48.4,7.5
2002-022A,2016-05-30,14,50.7,8.6
2002-022A,2016-05-31,13,48.5,7.1
2002-022A,2016-06-01,14,48.1,13.7
2002-022A,2016-06-02,9,41.2,10
2002-022A,2016-06-03,12,42.8,12.1
2002-022A,2016-06-04,8,41.6,8.3
2002-022A,2016-06-05,11,43.8,6.5
2002-022A,2016-06-06,11,43.2,5.5
2002-022A,2016-06-07,12,47,4.8
2002-022A,2016-06-08,8,43.3,3.9
2002-022A,2016-06-09,9,43.2,4.9
2002-022A,2016-06-10,12,47.6,9.1
2002-022A,2016-06-11,9,40.8,6.7
2002-022A,2016-06-12,8,40.7,5.3
2002-022A,2016-06-13,10,46.3,4.6
2002-022A,2016-06-14,10,47.1,4.6
2002-022A,2016-06-15,8,44.5,4.7
2002-022A,2016-06-16,10,44.9,5.5
2002-022A,2016-06-17,12,49.4,4.4
2002-022A,2016-06-18,8,43.1,3.4
2002-022A,2016-06-19,11,46.4,6.5
2002-022A,2016-06-20,11,45.4,5.2
2002-022A,2016-06-21,8,42.6,2
2002-022A,2016-06-22,10,45.6,4.5
2002-022A,2016-06-23,10,47.9,4.1
2002-022A,2016-06-24,11,45.1,5.6
2002-022A,2016-06-25,11,45.3,10.6
2002-022A,2016-06-26,10,45.9,3.2
2002-022A,2016-06-27,10,41.4,9.4
2002-022A,2016-06-28,11,43.9,11.2
2002-022A,2016-06-29,10,37.9,8.5
2002-022A,2016-06-30,11,44.2,8.7
2002-022A,2016-07-01,10,45.7,3.6
2002-022A,2016-07-02,9,41,8.2
2002-022A,2016-07-03,10,43.7,7.2
2002-022A,2016-07-04,10,42.1,9.4
2002-022A,2016-07-05,5,34.9,4.3
2002-022A,2016-07-06,5,33.1,5.8
2002-022A,2016-07-07,6,30.8,5.7
2002-022A,2016-07-08,11,45.1,11.5
2002-022A,2016-07-09,12,47.2,8.8
2002-022A,2016-07-10,9,42.4,7.2
2002-022A,2016-07-11,9,40.1,7.5
2002-022A,2016-07-12,9,41.2,9.8
2002-022A,2016-07-13,9,42.8,9.3
2002-022A,2016-07-14,10,39.4,9.6
2002-022A,2016-07-15,10,44.4,5.6
2002-022A,2016-07-16,6,39,1.8
2002-022A,2016-07-17,9,39,5.6
2002-022A,2016-07-18,12,40.7,16.7
2002-022A,2016-07-19,9,40,8.6
2002-022A,2016-07-20,6,37.1,5.8
2002-022A,2016-07-21,10,35.6,14.5
2002-022A,2016-07-22,12,41.8,14.7
2002-022A,2016-07-23,10,44.8,8.8
2002-022A,2016-07-24,10,43.5,12
2002-022A,2016-07-25,7,40.5,8.1
2002-022A,2016-07-26,8,39.3,7.7
2002-022A,2016-07-27,11,35.3,18.2
2002-022A,2016-07-28,10,44.7,8
2002-022A,2016-07-29,12,44.7,11.4
2002-022A,2016-07-30,13,44,13.6
2002-022A,2016-07-31,8,43.8,7.3
2002-022A,2016-08-01,11,43.5,13.1
2002-022A,2016-08-02,11,40.5,13.4
2002-022A,2016-08-03,15,41.5,17
2002-022A,2016-08-04,9,42,4.6
2002-022A,2016-08-05,7,40.5,3.1
2002-022A,2016-08-06,7,40.7,3.7
2002-022A,2016-08-07,5,38.6,1.8
2002-022A,2016-08-08,8,44.6,3.9
2002-022A,2016-08-09,10,41,14.1
2002-022A,2016-08-10,11,40.4,19.3
2002-022A,2016-08-11,9,41.1,12.7
2002-022A,2016-08-12,9,42.9,8.9
2002-022A,2016-08-13,12,44.9,7.9
2002-022A,2016-08-14,14,43.7,17
2002-022A,2016-08-15,15,41.6,15
2002-022A,2016-08-16,12,43.9,12
2002-022A,2016-08-17,12,47,7.7
2002-022A,2016-08-18,15,41.2,13.8
2002-022A,2016-08-19,14,44.6,7.7
2002-022A,2016-08-20,14,49.9,13.7
2002-022A,2016-08-21,13,42.5,14
2002-022A,2016-08-22,10,39.9,12.6
2002-022A,2016-08-23,8,41,11
2002-022A,2016-08-24,7,37.9,5.7
2002-022A,2016-08-25,8,37.2,5.5
2002-022A,2016-08-26,9,40.4,6.9
2002-022A,2016-08-27,12,43.3,7
2002-022A,2016-08-28,10,44.1,7.3
2002-022A,2016-08-29,9,42.2,6.4
2002-022A,2016-08-30,12,40.4,5.9
2002-022A,2016-08-31,11,39.7,11.8
2002-022A,2016-09-01,7,37.2,6.2
2002-022A,2016-09-02,8,40.8,5.5
2002-022A,2016-09-03,10,41.4,6.9
2002-022A,2016-09-04,8,39.3,4.7
2002-022A,2016-09-05,8,36.3,6.3
2002-022A,2016-09-06,13,38.4,11.5
2002-022A,2016-09-07,17,38.7,16.8
2002-022A,2016-09-08,12,41,12.9
2002-022A,2016-09-09,8,35,14.4
2002-022A,2016-09-10,8,38.6,12.8
2002-022A,2016-09-11,10,43.7,9.5
2002-022A,2016-09-12,10,43.6,9.7
2002-022A,2016-09-13,9,41.9,9.2
2002-022A,2016-09-14,9,43.9,5.7
2002-022A,2016-09-15,11,41.7,8.7
2002-022A,2016-09-16,14,47.4,10.6
2002-022A,2016-09-17,13,51.1,6
2002-022A,2016-09-18,9,40.1,12.1
2002-022A,2016-09-19,12,44.5,11.1
2002-022A,2016-09-20,11,46.2,10.5
2002-022A,2016-09-21,9,37.9,9.1
2002-022A,2016-09-22,14,36,15.9
2002-022A,2016-09-23,14,39.3,17.7
2002-022A,2016-09-24,9,41.2,6.7
2002-022A,2016-09-25,14,41.7,12.3
2002-022A,2016-09-26,15,47.3,8.6
2002-022A,2016-09-27,20,43.6,10.3
2002-022A,2016-09-28,17,46.3,11.7
2002-022A,2016-09-29,14,44,14.4
2002-022A,2016-09-30,9,42.1,7.6
2002-022A,2016-10-01,11,40.8,6.4
2002-022A,2016-10-02,15,44.8,8.3
2002-022A,2016-10-03,13,43.6,9
2002-022A,2016-10-04,14,41.6,13.1
2002-022A,2016-10-05,11,41.6,7.9
2002-022A,2016-10-06,12,47.9,6.7
2002-022A,2016-10-07,11,44.2,5.8
2002-022A,2016-10-08,13,46.2,5.6
2002-022A,2016-10-09,19,50.3,7.7
2002-022A,2016-10-10,12,47.5,15
2002-022A,2016-10-11,11,45.3,8.5
2002-022A,2016-10-12,17,46.4,9.5
2002-022A,2016-10-13,18,54.6,12
2002-022A,2016-10-14,12,44.4,7.8
2002-022A,2016-10-15,13,42.5,8
2002-022A,2016-10-16,15,48.2,14.7
2002-022A,2016-10-17,15,44.5,10.2
2002-022A,2016-10-18,12,44.2,6.2
2002-022A,2016-10-19,11,43.2,5.9
2002-022A,2016-10-20,13,50.7,6.1
2002-022A,2016-10-21,19,54.3,5.9
2002-022A,2016-10-22,22,46.8,8
2002-022A,2016-10-23,26,52.2,13.7
2002-022A,2016-10-24,15,51,9.6
2002-022A,2016-10-25,13,42,11.4
2002-022A,2016-10-26,12,47.3,9.7
2002-022A,2016-10-27,13,50.3,8.6
2002-022A,2016-10-28,14,49.5,6
2002-022A,2016-10-29,15,53.7,6.8
2002-022A,2016-10-30,14,51,9.1
2002-022A,2016-10-31,13,50.4,7.9
2002-022A,2016-11-01,22,46.9,12.9
2002-022A,2016-11-02,15,48.7,8.5
2002-022A,2016-11-03,17,44.9,16.1
2002-022A,2016-11-04,11,43.2,8.1
2002-022A,2016-11-05,13,47.1,8.1
2002-022A,2016-11-06,13,50.1,8.5
2002-022A,2016-11-07,12,43.8,6.7
2002-022A,2016-11-08,11,40.4,9.2
2002-022A,2016-11-09,11,41.4,7.7
2002-022A,2016-11-10,13,43.3,9.4
2002-022A,2016-11-11,13,44.1,12.9
2002-022A,2016-11-12,12,42.7,10
2002-022A,2016-11-13,12,46.6,6.7
2002-022A,2016-11-14,14,50.9,5.9
2002-022A,2016-11-15,18,53.8,6.4
2002-022A,2016-11-16,18,55.6,8.2
2002-022A,2016-11-17,18,53.8,6.7
2002-022A,2016-11-18,24,51.9,7.3
2002-022A,2016-11-19,28,48.3,11.9
2002-022A,2016-11-20,21,58.8,8.8
2002-022A,2016-11-21,18,61.5,5.5
2002-022A,2016-11-22,19,58.7,5.5
2002-022A,2016-11-23,20,58.4,4.7
2002-022A,2016-11-24,22,57,8.5
2002-022A,2016-11-25,24,55.5,7.9
2002-022A,2016-11-26,24,51.8,7.9
2002-022A,2016-11-27,23,49.6,6.3
2002-022A,2016-11-28,24,56.8,5.7
2002-022A,2016-11-29,23,58.8,9.1
2002-022A,2016-11-30,24,60.1,8
2002-022A,2016-12-01,20,60.8,10.4
2002-022A,2016-12-02,17,52.7,7.7
2002-022A,2016-12-03,23,58.8,8.8
2002-022A,2016-12-04,28,56.7,9.3
2002-022A,2016-12-05,26,61,9.3
2002-022A,2016-12-06,17,59,9.4
2002-022A,2016-12-07,15,56.2,16.9
2002-022A,2016-12-08,14,48.2,12.5
2002-022A,2016-12-09,14,48.2,9.1
2002-022A,2016-12-10,17,53,14.6
2002-022A,2016-12-11,16,51.7,7.4
2002-022A,2016-12-12,15,51,9
2002-022A,2016-12-13,15,48.1,7.9
2002-022A,2016-12-14,17,53.6,7.6
2002-022A,2016-12-15,17,53.5,7.3
2002-022A,2016-12-16,17,52,8.8
2002-022A,2016-12-17,19,55.3,6.2
2002-022A,2016-12-18,28,49.9,11
2002-022A,2016-12-19,17,52.5,7.7
2002-022A,2016-12-20,18,52,7.1
2002-022A,2016-12-21,18,53.7,9
2002-022A,2016-12-22,21,58.7,7.8
2002-022A,2016-12-23,25,60.9,6.3
2002-022A,2016-12-24,21,57.4,10.7
2002-022A,2016-12-25,17,51.2,9.9
2002-022A,2016-12-26,17,52.5,5.7
2002-022A,2016-12-27,19,56.8,7.9
2002-022A,2016-12-28,15,50.7,9.2
2002-022A,2016-12-29,16,53.6,8.1
2002-022A,2016-12-30,24,61.6,7.7
2002-022A,2016-12-31,24,62.3,7
2002-022A,2017-01-01,26,60.8,6.9
2002-022A,2017-01-02,32,54.1,12.8
2002-022A,2017-01-03,20,57.7,9.9
2002-022A,2017-01-04,19,56.3,5.8
2002-022A,2017-01-05,20,57,8.7
2002-022A,2017-01-06,18,53.3,7.9
2002-022A,2017-01-07,22,56.3,8
2002-022A,2017-01-08,19,54.1,11.2
2002-022A,2017-01-09,17,50.4,11.9
2002-022A,2017-01-10,16,50.8,5.8
2002-022A,2017-01-11,24,55.4,5.9
2002-022A,2017-01-12,24,53.4,9.9
2002-022A,2017-01-13,16,46.7,10
2002-022A,2017-01-14,19,57.2,8.9
2002-022A,2017-01-15,16,50.9,12.9
2002-022A,2017-01-16,17,52.5,6.7
2002-022A,2017-01-17,23,59,6
2002-022A,2017-01-18,25,58.3,12.2
2002-022A,2017-01-19,16,48.2,9.9
2002-022A,2017-01-20,17,50.8,9
2002-022A,2017-01-21,18,53.5,8.8
2002-022A,2017-01-22,19,56.1,6.9
2002-022A,2017-01-23,18,57,7.4
2002-022A,2017-01-24,22,58,6.9
2002-022A,2017-01-25,20,55.8,10.5
2002-022A,2017-01-26,16,48.4,8.1
2002-022A,2017-01-27,16,48.9,5.4
2002-022A,2017-01-28,18,53,6.6
2002-022A,2017-01-29,18,54.4,5.7
2002-022A,2017-01-30,26,53.7,8.7
2002-022A,2017-01-31,21,64.5,10.6
2002-022A,2017-02-01,16,48.1,9.3
2002-022A,2017-02-02,20,57.4,10.9
2002-022A,2017-02-03,31,61.9,14.1
2002-022A,2017-02-04,22,62.7,7.6
2002-022A,2017-02-05,21,60.4,6.8
2002-022A,2017-02-06,19,53.8,9.2
2002-022A,2017-02-07,16,48.3,14.4
2002-022A,2017-02-08,16,53.6,12.1
2002-022A,2017-02-09,14,48.5,7.3
2002-022A,2017-02-10,22,53.4,10.9
2002-022A,2017-02-11,18,53.6,7.2
2002-022A,2017-02-12,18,49.4,9.3
2002-022A,2017-02-13,15,44.6,9.7
2002-022A,2017-02-14,13,48.5,10.7
2002-022A,2017-02-15,15,49.1,9.6
2002-022A,2017-02-16,16,51,6
2002-022A,2017-02-17,23,49.6,10
2002-022A,2017-02-18,18,55.5,8.9
2002-022A,2017-02-19,16,48.3,9.4
2002-022A,2017-02-20,17,52.6,10.3
2002-022A,2017-02-21,21,54.9,7.4
2002-022A,2017-02-22,24,55.6,5.9
2002-022A,2017-02-23,23,54.1,5.7
2002-022A,2017-02-24,21,57.3,5.4
2002-022A,2017-02-25,20,62.6,10.1
2002-022A,2017-02-26,21,59.5,12.4
2002-022A,2017-02-27,22,62,7.9
2002-022A,2017-02-28,20,58.8,11.5
2002-022A,2017-03-01,20,52.9,17
2002-022A,2017-03-02,19,51.5,10.2
2002-022A,2017-03-03,21,51.7,7.2
2002-022A,2017-03-04,23,53.4,6.1
2002-022A,2017-03-05,19,60.2,6.4
2002-022A,2017-03-06,20,59.7,8.6
2002-022A,2017-03-07,21,58.1,5.3
2002-022A,2017-03-08,20,62.2,7.1
2002-022A,2017-03-09,25,58.3,7.1
2002-022A,2017-03-10,28,58.4,11.9
2002-022A,2017-03-11,18,53.3,10.8
2002-022A,2017-03-12,18,51.1,8.1
2002-022A,2017-03-13,21,52.8,4.1
2002-022A,2017-03-14,24,55.2,5.8
2002-022A,2017-03-15,23,63.8,7.1
2002-022A,2017-03-16,20,67.4,8.5
2002-022A,2017-03-17,18,57.5,16.1
2002-022A,2017-03-18,18,55.6,12.8
2002-022A,2017-03-19,20,58.4,6.1
2002-022A,2017-03-20,23,61.9,8
2002-022A,2017-03-21,23,60.6,10.1
2002-022A,2017-03-22,17,53.4,9.4
2002-022A,2017-03-23,18,50.6,6
2002-022A,2017-03-24,17,49.9,12.2
2002-022A,2017-03-25,13,47,7.9
2002-022A,2017-03-26,14,45.8,6.5
2002-022A,2017-03-27,14,45.7,9.2
2002-022A,2017-03-28,12,43.4,9.3
2002-022A,2017-03-29,15,47.7,5.9
2002-022A,2017-03-30,16,47.5,5.4
2002-022A,2017-03-31,17,47.2,4.9
2002-022A,2017-04-01,19,44.2,7.8
2002-022A,2017-04-02,21,47,13.2
2002-022A,2017-04-03,19,52.8,12.5
2002-022A,2017-04-04,11,48.2,10.8
2002-022A,2017-04-05,14,50.4,12.8
2002-022A,2017-04-06,14,52.5,7
2002-022A,2017-04-07,14,52.4,6.7
2002-022A,2017-04-08,16,54.9,5.9
2002-022A,2017-04-09,13,48.5,5.3
2002-022A,2017-04-10,12,44,4.7
2002-022A,2017-04-11,15,49.3,3.6
2002-022A,2017-04-12,13,51.4,4.6
2002-022A,2017-04-13,15,56.1,5.1
2002-022A,2017-04-14,22,52.8,9.1
2002-022A,2017-04-15,20,53.5,7.2
2002-022A,2017-04-16,17,58.1,11.7
2002-022A,2017-04-17,18,58.9,5.5
2002-022A,2017-04-18,17,59.3,4.2
2002-022A,2017-04-19,19,60.5,7
2002-022A,2017-04-20,14,52.8,9.3
2002-022A,2017-04-21,11,40.8,12.2
2002-022A,2017-04-22,12,48.2,7.3
2002-022A,2017-04-23,16,54.8,8.3
2002-022A,2017-04-24,15,51.9,6.6
2002-022A,2017-04-25,15,45.6,10.2
2002-022A,2017-04-26,14,49.2,10.5
2002-022A,2017-04-27,10,42.6,8.9
2002-022A,2017-04-28,10,43.1,4.7
2002-022A,2017-04-29,10,43.3,2.6
2002-022A,2017-04-30,14,47.4,7.1
2002-022A,2017-05-01,12,45.1,11.9
2002-022A,2017-05-02,12,45,10.5
2002-022A,2017-05-03,12,49.9,6.1
2002-022A,2017-05-04,12,49,4.6
2002-022A,2017-05-05,10,45.7,3.7
2002-022A,2017-05-06,9,45.3,2.5
2002-022A,2017-05-07,14,47.9,5.3
2002-022A,2017-05-08,9,44,2.8
2002-022A,2017-05-09,10,46.8,5.3
2002-022A,2017-05-10,10,47,5.2
2002-022A,2017-05-11,12,48.8,4.2
2002-022A,2017-05-12,13,49.4,3.8
2002-022A,2017-05-13,14,49.9,6.8
2002-022A,2017-05-14,12,51.6,3.4
2002-022A,2017-05-15,14,50.1,8.7
2002-022A,2017-05-16,14,51,9.9
2002-022A,2017-05-17,17,48.7,10.5
2002-022A,2017-05-18,15,49.9,7.9
2002-022A,2017-05-19,14,48.4,7.5
2002-022A,2017-05-20,14,50.7,8.6
2002-022A,2017-05-21,13,48.5,7.1
2002-022A,2017-05-22,14,48.1,13.7
2002-022A,2017-05-23,9,41.2,10
2002-022A,2017-05-24,12,42.8,12.1
2002-022A,2017-05-25,8,41.6,8.3
2002-022A,2017-05-26,11,43.8,6.5
2002-022A,2017-05-27,11,43.2,5.5
2002-022A,2017-05-28,12,47,4.8
2002-022A,2017-05-29,8,43.3,3.9
2002-022A,2017-05-30,9,43.2,4.9
2002-022A,2017-05-31,12,47.6,9.1
2002-022A,2017-06-01,9,40.8,6.7
2002-022A,2017-06-02,8,40.7,5.3
2002-022A,2017-06-03,10,46.3,4.6
2002-022A,2017-06-04,10,47.1,4.6
2002-022A,2017-06-05,8,44.5,4.7
2002-022A,2017-06-06,10,44.9,5.5
2002-022A,2017-06-07,12,49.4,4.4
2002-022A,2017-06-08,8,43.1,3.4
2002-022A,2017-06-09,11,46.4,6.5
2002-022A,2017-06-10,11,45.4,5.2
2002-022A,2017-06-11,8,42.6,2
2002-022A,2017-06-12,10,45.6,4.5
2002-022A,2017-06-13,10,47.9,4.1
2002-022A,2017-06-14,11,45.1,5.6
2002-022A,2017-06-15,11,45.3,10.6
2002-022A,2017-06-16,10,45.9,3.2
2002-022A,2017-06-17,10,41.4,9.4
